land_area_acres,soil_type,soil_ph,water_source,irrigation_availability,season,investment_budget,resource_intensity,previous_crop,current_crop,soil_health_score,recommended_crop,match_percentage
3,Sandy,7.0,Rainfed,Limited,Rabi,Medium,Low Input,Wheat,Maize,89,Millet,98
6,Clay,6.3,Canal,Limited,Summer,High,Low Input,Rice,Cotton,84,Sunflower,98
10,Loamy,7.1,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Millet,Rice,64,Mustard,98
8,Clay,6.4,Canal,Limited,Kharif,High,High Input,Groundnut,Cotton,88,Basmati Rice,98
3,Clay,7.5,Borewell,Available,Kharif,Low,Fertilizer Usage,Rice,Cotton,77,Cotton,98
2,Loamy,7.2,Borewell,Limited,Kharif,Medium,Fertilizer Usage,Wheat,Wheat,72,Green Gram (Moong),98
9,Clay,7.3,Canal,Available,Rabi,Low,High Input,Wheat,Wheat,70,Basmati Rice,98
1,Loamy,6.7,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Millet,Cotton,79,Groundnut,98
8,Clay,6.5,Rainfed,Limited,Rabi,Medium,Low Input,Groundnut,Rice,95,Mustard,98
3,Loamy,6.3,Borewell,Limited,Kharif,High,High Input,Rice,Cotton,87,Cotton,98
9,Clay,7.1,Borewell,Limited,Rabi,High,Fertilizer Usage,Millet,Groundnut,57,Cotton,98
3,Sandy,6.2,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Rice,Cotton,84,Green Gram (Moong),98
2,Clay,7.3,Rainfed,Available,Summer,High,Low Input,Groundnut,Rice,67,Green Gram (Moong),98
1,Loamy,5.8,Rainfed,Available,Kharif,High,Low Input,Groundnut,Wheat,58,Millet,98
4,Sandy,6.8,Borewell,Limited,Summer,Medium,Low Input,Groundnut,Millet,95,Groundnut,98
4,Clay,5.6,Borewell,Limited,Summer,Low,Fertilizer Usage,Groundnut,Wheat,60,Millet,93
9,Sandy,5.6,Borewell,Available,Rabi,High,Fertilizer Usage,Rice,Cotton,63,Millet,98
5,Sandy,6.4,Borewell,Available,Summer,Medium,High Input,Groundnut,Millet,79,Green Gram (Moong),98
7,Loamy,7.2,Borewell,Limited,Kharif,High,Fertilizer Usage,Millet,Maize,63,Basmati Rice,98
1,Clay,7.4,Borewell,Available,Rabi,High,Low Input,Millet,Wheat,53,Mustard,98
7,Loamy,6.8,Rainfed,Limited,Summer,Medium,High Input,Groundnut,Millet,79,Green Gram (Moong),98
7,Loamy,6.7,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Wheat,Groundnut,82,Mustard,98
7,Clay,6.9,Canal,Limited,Summer,High,High Input,Rice,Cotton,98,Cotton,95
1,Clay,5.9,Rainfed,Available,Kharif,Medium,Low Input,Cotton,Cotton,65,Basmati Rice,98
4,Loamy,5.9,Canal,Available,Kharif,Medium,High Input,Groundnut,Cotton,65,Basmati Rice,98
5,Sandy,6.1,Canal,Limited,Rabi,Low,Fertilizer Usage,Wheat,Wheat,82,Mustard,98
8,Loamy,6.2,Canal,Available,Rabi,Medium,Low Input,Millet,Wheat,79,Sunflower,98
9,Clay,6.6,Borewell,Limited,Rabi,High,Low Input,Cotton,Maize,84,Sunflower,98
1,Loamy,6.1,Rainfed,Limited,Summer,Medium,High Input,Millet,Maize,89,Sunflower,98
5,Clay,6.2,Rainfed,Available,Kharif,Low,Fertilizer Usage,Groundnut,Wheat,79,Cotton,98
8,Sandy,7.3,Borewell,Limited,Kharif,High,Fertilizer Usage,Cotton,Maize,67,Groundnut,98
10,Sandy,5.8,Borewell,Available,Kharif,Medium,High Input,Millet,Wheat,71,Groundnut,98
9,Clay,6.0,Borewell,Available,Summer,Low,Fertilizer Usage,Rice,Cotton,91,Sunflower,98
7,Loamy,6.1,Borewell,Limited,Kharif,Low,Low Input,Rice,Maize,88,Millet,98
2,Loamy,6.0,Rainfed,Available,Kharif,Low,Fertilizer Usage,Rice,Millet,82,Groundnut,98
2,Clay,7.3,Canal,Available,Summer,Medium,Low Input,Cotton,Rice,72,Green Gram (Moong),98
4,Loamy,5.8,Rainfed,Available,Rabi,Medium,Low Input,Groundnut,Groundnut,65,Mustard,98
5,Sandy,6.1,Canal,Limited,Rabi,Medium,Low Input,Maize,Maize,85,Mustard,97
6,Loamy,7.4,Borewell,Available,Summer,Medium,High Input,Wheat,Millet,65,Sunflower,98
10,Sandy,5.7,Canal,Limited,Summer,Low,Fertilizer Usage,Maize,Groundnut,56,Sunflower,98
1,Clay,6.7,Rainfed,Available,Rabi,Medium,Low Input,Millet,Maize,80,Mustard,98
4,Clay,6.6,Borewell,Available,Rabi,Low,Fertilizer Usage,Cotton,Cotton,98,Mustard,98
10,Clay,6.8,Rainfed,Available,Summer,Medium,Low Input,Cotton,Groundnut,90,Sunflower,95
2,Sandy,7.2,Canal,Available,Rabi,High,High Input,Maize,Rice,66,Groundnut,98
4,Loamy,5.9,Borewell,Limited,Summer,High,High Input,Groundnut,Rice,62,Green Gram (Moong),98
4,Sandy,7.2,Borewell,Available,Kharif,Medium,Low Input,Millet,Wheat,61,Groundnut,98
10,Sandy,7.1,Canal,Available,Kharif,Low,High Input,Millet,Rice,63,Millet,98
5,Sandy,7.1,Rainfed,Limited,Rabi,Low,Low Input,Wheat,Rice,65,Millet,98
2,Loamy,5.6,Borewell,Available,Summer,Low,High Input,Cotton,Maize,60,Sunflower,98
10,Clay,7.4,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Rice,Maize,59,Basmati Rice,96
6,Sandy,6.2,Canal,Available,Kharif,Low,Fertilizer Usage,Cotton,Rice,90,Groundnut,98
4,Sandy,7.0,Borewell,Limited,Kharif,Low,High Input,Maize,Millet,88,Millet,98
1,Sandy,6.8,Canal,Limited,Summer,Low,Low Input,Cotton,Millet,92,Green Gram (Moong),98
3,Clay,7.4,Canal,Available,Rabi,Medium,Fertilizer Usage,Rice,Groundnut,62,Sunflower,98
9,Loamy,7.3,Canal,Limited,Summer,Low,High Input,Cotton,Cotton,69,Green Gram (Moong),98
4,Sandy,6.1,Borewell,Limited,Rabi,High,High Input,Cotton,Groundnut,83,Sunflower,97
6,Clay,6.7,Borewell,Limited,Rabi,High,Low Input,Rice,Maize,85,Mustard,98
6,Clay,7.3,Borewell,Limited,Rabi,High,Low Input,Millet,Rice,67,Mustard,98
7,Sandy,6.7,Borewell,Available,Kharif,Medium,Fertilizer Usage,Wheat,Wheat,84,Groundnut,98
7,Loamy,7.2,Canal,Available,Rabi,High,High Input,Cotton,Rice,61,Cotton,98
1,Sandy,5.6,Borewell,Limited,Summer,High,Fertilizer Usage,Millet,Millet,59,Sunflower,96
2,Clay,7.2,Borewell,Limited,Summer,Medium,Fertilizer Usage,Maize,Millet,59,Green Gram (Moong),98
9,Sandy,7.4,Borewell,Available,Kharif,Low,Fertilizer Usage,Rice,Groundnut,69,Groundnut,98
1,Clay,6.4,Rainfed,Available,Summer,Medium,Fertilizer Usage,Rice,Wheat,91,Cotton,98
10,Sandy,5.9,Rainfed,Available,Rabi,High,High Input,Groundnut,Rice,71,Millet,98
7,Sandy,7.2,Rainfed,Limited,Kharif,Low,Low Input,Maize,Rice,61,Millet,98
3,Sandy,6.9,Canal,Limited,Summer,Low,Low Input,Groundnut,Maize,89,Green Gram (Moong),98
1,Sandy,7.4,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Cotton,Cotton,62,Sunflower,97
6,Clay,6.6,Borewell,Limited,Rabi,High,High Input,Wheat,Cotton,83,Sunflower,97
5,Sandy,5.9,Canal,Limited,Kharif,High,Low Input,Maize,Millet,68,Groundnut,98
3,Sandy,5.7,Canal,Limited,Summer,Low,High Input,Millet,Wheat,74,Sunflower,98
2,Clay,6.8,Rainfed,Limited,Rabi,Low,Low Input,Groundnut,Groundnut,84,Mustard,98
10,Sandy,6.3,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Cotton,92,Sunflower,98
2,Loamy,6.0,Canal,Limited,Summer,Medium,Low Input,Millet,Millet,86,Green Gram (Moong),98
6,Clay,6.0,Borewell,Available,Rabi,Low,High Input,Wheat,Rice,78,Sunflower,98
1,Clay,6.1,Borewell,Available,Rabi,Medium,High Input,Millet,Cotton,85,Basmati Rice,98
7,Clay,6.1,Rainfed,Limited,Kharif,Medium,Low Input,Maize,Groundnut,74,Cotton,98
9,Loamy,6.6,Canal,Limited,Summer,Low,High Input,Groundnut,Wheat,81,Green Gram (Moong),98
10,Loamy,7.0,Rainfed,Available,Rabi,Low,High Input,Wheat,Rice,76,Mustard,98
8,Loamy,7.0,Rainfed,Available,Summer,High,Low Input,Cotton,Cotton,94,Green Gram (Moong),98
9,Loamy,5.6,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Rice,62,Green Gram (Moong),98
8,Sandy,6.7,Canal,Limited,Kharif,High,Low Input,Wheat,Wheat,91,Groundnut,98
2,Sandy,7.1,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Cotton,Rice,62,Sunflower,98
2,Sandy,6.2,Borewell,Limited,Summer,Low,Fertilizer Usage,Cotton,Groundnut,89,Sunflower,98
3,Sandy,7.4,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Rice,Groundnut,68,Millet,98
1,Clay,7.4,Borewell,Limited,Kharif,Medium,Fertilizer Usage,Groundnut,Maize,62,Cotton,98
5,Sandy,7.0,Rainfed,Available,Summer,High,Fertilizer Usage,Wheat,Maize,92,Green Gram (Moong),98
4,Loamy,6.0,Rainfed,Available,Summer,Low,Fertilizer Usage,Maize,Rice,80,Sunflower,98
7,Loamy,5.8,Borewell,Limited,Rabi,Medium,High Input,Cotton,Rice,56,Mustard,98
8,Sandy,7.3,Borewell,Available,Summer,Medium,Fertilizer Usage,Cotton,Millet,72,Sunflower,98
1,Loamy,5.8,Rainfed,Limited,Rabi,High,Fertilizer Usage,Cotton,Maize,73,Mustard,98
1,Loamy,7.4,Rainfed,Available,Rabi,High,High Input,Groundnut,Wheat,68,Mustard,98
5,Sandy,5.9,Rainfed,Available,Summer,Medium,High Input,Wheat,Rice,60,Green Gram (Moong),98
7,Loamy,6.5,Rainfed,Available,Kharif,High,Fertilizer Usage,Rice,Wheat,82,Green Gram (Moong),98
8,Clay,6.9,Rainfed,Limited,Rabi,Low,High Input,Wheat,Rice,81,Mustard,98
8,Sandy,5.9,Canal,Limited,Kharif,Low,High Input,Wheat,Groundnut,67,Groundnut,98
6,Loamy,5.7,Rainfed,Limited,Summer,High,High Input,Cotton,Rice,68,Green Gram (Moong),98
9,Sandy,6.8,Rainfed,Available,Rabi,Medium,Low Input,Rice,Groundnut,95,Millet,98
4,Sandy,6.9,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Millet,Rice,90,Millet,98
4,Sandy,6.1,Rainfed,Limited,Summer,High,Low Input,Cotton,Millet,84,Millet,98
8,Loamy,6.0,Borewell,Limited,Rabi,High,High Input,Maize,Maize,80,Mustard,98
1,Clay,7.3,Canal,Limited,Rabi,Low,Fertilizer Usage,Groundnut,Maize,76,Mustard,95
9,Clay,6.3,Rainfed,Available,Summer,High,Fertilizer Usage,Cotton,Millet,87,Sunflower,98
3,Clay,7.2,Borewell,Limited,Rabi,Low,Fertilizer Usage,Cotton,Rice,65,Mustard,98
6,Loamy,6.8,Rainfed,Available,Kharif,Low,Low Input,Groundnut,Maize,72,Millet,98
8,Loamy,7.0,Canal,Limited,Summer,High,High Input,Maize,Rice,87,Sunflower,98
6,Loamy,7.2,Canal,Available,Summer,High,Fertilizer Usage,Rice,Wheat,65,Green Gram (Moong),98
5,Clay,6.4,Borewell,Limited,Summer,High,Low Input,Groundnut,Rice,86,Green Gram (Moong),98
3,Sandy,5.8,Rainfed,Available,Rabi,Low,High Input,Rice,Wheat,67,Mustard,98
7,Clay,7.0,Rainfed,Limited,Summer,High,Fertilizer Usage,Rice,Millet,86,Sunflower,96
2,Clay,6.7,Rainfed,Available,Summer,Low,Low Input,Maize,Millet,69,Green Gram (Moong),98
2,Loamy,6.6,Canal,Limited,Rabi,Low,Fertilizer Usage,Millet,Cotton,89,Sunflower,98
9,Sandy,6.3,Rainfed,Available,Rabi,High,Fertilizer Usage,Millet,Cotton,73,Mustard,98
4,Loamy,7.0,Rainfed,Available,Summer,Low,Fertilizer Usage,Millet,Maize,70,Green Gram (Moong),98
2,Loamy,6.1,Canal,Available,Summer,Low,Low Input,Maize,Wheat,76,Sunflower,98
10,Sandy,6.9,Rainfed,Available,Rabi,Low,Fertilizer Usage,Rice,Rice,85,Millet,98
7,Loamy,6.4,Canal,Available,Summer,Low,High Input,Maize,Cotton,92,Sunflower,98
9,Sandy,6.5,Canal,Available,Summer,Low,Low Input,Wheat,Rice,93,Groundnut,98
3,Loamy,7.1,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Millet,Wheat,71,Green Gram (Moong),98
1,Sandy,6.2,Borewell,Limited,Rabi,High,Fertilizer Usage,Millet,Cotton,77,Millet,98
7,Clay,6.8,Rainfed,Limited,Kharif,Medium,Low Input,Rice,Wheat,81,Cotton,98
1,Sandy,6.1,Borewell,Limited,Kharif,Medium,High Input,Maize,Groundnut,83,Groundnut,98
3,Sandy,6.6,Rainfed,Available,Summer,Medium,High Input,Groundnut,Cotton,83,Sunflower,97
3,Clay,6.0,Rainfed,Available,Summer,Medium,Fertilizer Usage,Millet,Cotton,83,Sunflower,98
8,Sandy,6.5,Borewell,Available,Rabi,High,High Input,Cotton,Maize,78,Sunflower,98
9,Clay,6.2,Rainfed,Available,Kharif,Medium,High Input,Cotton,Cotton,82,Cotton,98
1,Sandy,6.0,Rainfed,Limited,Summer,Medium,High Input,Groundnut,Rice,85,Millet,98
2,Loamy,6.2,Canal,Limited,Kharif,Medium,Low Input,Cotton,Millet,79,Basmati Rice,98
1,Sandy,5.9,Canal,Limited,Kharif,High,Low Input,Maize,Maize,64,Millet,98
9,Clay,7.1,Borewell,Available,Summer,High,Fertilizer Usage,Maize,Millet,67,Sunflower,98
5,Sandy,6.7,Borewell,Limited,Rabi,Medium,Fertilizer Usage,Rice,Rice,78,Green Gram (Moong),98
1,Clay,6.6,Canal,Limited,Summer,High,Low Input,Wheat,Rice,78,Green Gram (Moong),98
1,Loamy,6.5,Borewell,Available,Summer,Medium,Low Input,Maize,Maize,93,Sunflower,98
2,Sandy,7.3,Rainfed,Available,Rabi,High,Low Input,Maize,Wheat,62,Sunflower,98
10,Sandy,6.3,Borewell,Available,Summer,Low,High Input,Groundnut,Wheat,85,Sunflower,98
4,Clay,6.9,Canal,Available,Summer,Low,Fertilizer Usage,Maize,Millet,81,Sunflower,98
1,Loamy,6.6,Canal,Limited,Kharif,High,Low Input,Cotton,Cotton,82,Green Gram (Moong),98
2,Clay,7.4,Rainfed,Limited,Kharif,Low,High Input,Rice,Cotton,66,Cotton,98
8,Loamy,6.3,Canal,Limited,Rabi,Medium,Low Input,Wheat,Maize,81,Mustard,98
9,Sandy,6.3,Canal,Available,Summer,High,Low Input,Maize,Cotton,94,Green Gram (Moong),98
10,Clay,6.3,Canal,Limited,Summer,Low,High Input,Wheat,Cotton,87,Sunflower,98
3,Clay,6.8,Canal,Available,Kharif,High,High Input,Maize,Cotton,85,Basmati Rice,98
2,Clay,7.0,Canal,Available,Summer,Medium,Low Input,Groundnut,Groundnut,93,Basmati Rice,98
7,Loamy,7.0,Borewell,Limited,Rabi,High,Low Input,Wheat,Wheat,92,Mustard,98
3,Clay,6.7,Canal,Available,Rabi,Medium,High Input,Groundnut,Rice,71,Basmati Rice,98
8,Loamy,7.3,Canal,Limited,Kharif,Low,Low Input,Cotton,Maize,62,Millet,98
2,Clay,6.5,Canal,Limited,Summer,High,Fertilizer Usage,Millet,Cotton,91,Sunflower,98
3,Clay,7.5,Borewell,Available,Kharif,Medium,Fertilizer Usage,Groundnut,Groundnut,58,Cotton,98
3,Clay,7.4,Borewell,Available,Summer,Low,Fertilizer Usage,Groundnut,Cotton,63,Sunflower,98
10,Sandy,7.4,Canal,Available,Rabi,Low,Low Input,Millet,Rice,57,Millet,98
6,Loamy,6.3,Canal,Available,Summer,High,Low Input,Rice,Wheat,84,Mustard,98
9,Loamy,5.7,Canal,Limited,Kharif,High,High Input,Groundnut,Maize,63,Cotton,98
7,Sandy,6.6,Rainfed,Available,Kharif,Low,High Input,Rice,Rice,81,Groundnut,98
4,Loamy,6.7,Rainfed,Available,Summer,Low,Low Input,Millet,Wheat,76,Green Gram (Moong),98
7,Loamy,6.8,Canal,Available,Summer,Medium,High Input,Groundnut,Maize,83,Green Gram (Moong),98
7,Sandy,5.7,Rainfed,Available,Summer,High,High Input,Cotton,Wheat,73,Groundnut,98
8,Clay,6.6,Rainfed,Available,Summer,Medium,High Input,Groundnut,Groundnut,82,Cotton,95
10,Loamy,7.0,Canal,Available,Summer,Medium,Low Input,Wheat,Millet,77,Sunflower,98
6,Clay,6.2,Rainfed,Limited,Kharif,High,Low Input,Cotton,Millet,97,Millet,96
1,Loamy,5.7,Canal,Available,Summer,Low,High Input,Wheat,Wheat,64,Sunflower,98
5,Sandy,6.9,Canal,Available,Rabi,High,Fertilizer Usage,Cotton,Maize,94,Sunflower,98
3,Loamy,6.7,Rainfed,Available,Rabi,Low,High Input,Cotton,Millet,90,Mustard,98
6,Sandy,7.4,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Millet,Groundnut,60,Millet,98
8,Loamy,6.4,Canal,Limited,Summer,High,High Input,Cotton,Rice,79,Sunflower,98
5,Sandy,7.5,Rainfed,Available,Summer,Low,High Input,Maize,Millet,81,Green Gram (Moong),98
5,Sandy,5.8,Rainfed,Available,Kharif,High,Fertilizer Usage,Maize,Groundnut,64,Millet,98
5,Loamy,6.3,Borewell,Limited,Rabi,Medium,High Input,Maize,Cotton,77,Mustard,98
5,Loamy,5.9,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Maize,Rice,60,Mustard,98
6,Sandy,6.8,Rainfed,Available,Summer,Low,Fertilizer Usage,Cotton,Wheat,82,Green Gram (Moong),98
1,Clay,7.1,Canal,Available,Kharif,Medium,High Input,Cotton,Rice,84,Basmati Rice,98
5,Loamy,6.9,Borewell,Limited,Rabi,Medium,Low Input,Groundnut,Cotton,77,Mustard,98
3,Loamy,7.2,Rainfed,Available,Kharif,High,Low Input,Cotton,Millet,62,Millet,98
3,Loamy,6.1,Rainfed,Available,Rabi,Low,Fertilizer Usage,Wheat,Groundnut,84,Sunflower,98
4,Sandy,6.3,Borewell,Limited,Summer,High,Low Input,Groundnut,Wheat,80,Green Gram (Moong),98
5,Sandy,5.8,Borewell,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,61,Millet,98
7,Clay,6.2,Canal,Available,Rabi,High,Fertilizer Usage,Millet,Cotton,88,Mustard,98
9,Clay,6.1,Canal,Available,Summer,Low,High Input,Maize,Millet,78,Cotton,98
6,Sandy,6.1,Rainfed,Available,Kharif,Low,Low Input,Cotton,Millet,81,Groundnut,98
8,Loamy,5.9,Canal,Limited,Rabi,Low,Low Input,Millet,Millet,71,Mustard,98
9,Sandy,6.6,Rainfed,Limited,Rabi,Medium,High Input,Cotton,Groundnut,84,Millet,98
5,Clay,6.4,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Groundnut,80,Basmati Rice,98
7,Sandy,5.8,Canal,Available,Rabi,Low,Fertilizer Usage,Maize,Rice,64,Millet,98
10,Clay,6.0,Rainfed,Available,Rabi,Low,High Input,Maize,Millet,68,Mustard,98
9,Loamy,5.7,Canal,Limited,Summer,High,Fertilizer Usage,Cotton,Cotton,65,Sunflower,98
4,Loamy,5.8,Rainfed,Limited,Rabi,Medium,Low Input,Rice,Groundnut,61,Mustard,98
7,Sandy,7.5,Canal,Available,Summer,Medium,Fertilizer Usage,Maize,Millet,83,Sunflower,98
8,Sandy,6.4,Canal,Limited,Kharif,Low,Fertilizer Usage,Wheat,Cotton,86,Groundnut,98
7,Loamy,6.2,Canal,Limited,Kharif,High,Fertilizer Usage,Groundnut,Rice,79,Groundnut,98
3,Clay,6.6,Borewell,Available,Summer,Medium,Low Input,Millet,Cotton,84,Cotton,98
3,Clay,5.6,Canal,Limited,Rabi,Medium,Fertilizer Usage,Maize,Millet,63,Mustard,98
9,Clay,7.2,Rainfed,Limited,Rabi,High,Low Input,Millet,Millet,67,Mustard,98
8,Clay,7.1,Borewell,Available,Kharif,Medium,High Input,Groundnut,Millet,55,Cotton,98
8,Sandy,7.4,Rainfed,Available,Rabi,Medium,Low Input,Wheat,Rice,69,Millet,98
1,Loamy,6.3,Rainfed,Available,Kharif,High,High Input,Rice,Maize,85,Millet,98
5,Loamy,7.3,Rainfed,Limited,Summer,Low,Low Input,Rice,Millet,62,Green Gram (Moong),98
2,Clay,6.8,Canal,Limited,Kharif,Medium,High Input,Groundnut,Rice,88,Cotton,98
3,Loamy,6.7,Borewell,Limited,Rabi,High,Low Input,Rice,Groundnut,98,Green Gram (Moong),98
8,Loamy,6.9,Canal,Limited,Kharif,Low,Fertilizer Usage,Millet,Rice,83,Cotton,98
4,Clay,5.7,Canal,Limited,Kharif,High,Fertilizer Usage,Wheat,Millet,58,Basmati Rice,98
9,Sandy,6.9,Rainfed,Available,Kharif,Low,Low Input,Millet,Millet,85,Green Gram (Moong),98
2,Loamy,6.1,Canal,Limited,Rabi,Low,Fertilizer Usage,Maize,Rice,90,Mustard,98
4,Clay,7.3,Borewell,Available,Summer,High,Fertilizer Usage,Rice,Rice,78,Sunflower,98
5,Sandy,5.5,Borewell,Available,Summer,Low,Fertilizer Usage,Wheat,Millet,71,Sunflower,98
1,Clay,6.0,Borewell,Available,Summer,High,Fertilizer Usage,Millet,Groundnut,85,Cotton,98
3,Sandy,7.2,Borewell,Limited,Kharif,High,Low Input,Cotton,Groundnut,61,Millet,98
3,Loamy,6.0,Rainfed,Limited,Rabi,High,High Input,Cotton,Cotton,89,Millet,98
9,Loamy,6.2,Borewell,Limited,Rabi,Medium,Low Input,Wheat,Rice,79,Sunflower,98
6,Loamy,7.3,Borewell,Limited,Summer,Medium,Low Input,Cotton,Millet,69,Mustard,98
8,Sandy,6.0,Canal,Limited,Kharif,High,Fertilizer Usage,Millet,Groundnut,94,Millet,98
10,Loamy,6.9,Rainfed,Available,Summer,Low,Fertilizer Usage,Wheat,Rice,84,Sunflower,98
10,Loamy,6.1,Canal,Limited,Summer,High,Fertilizer Usage,Millet,Rice,85,Sunflower,98
1,Loamy,7.3,Canal,Available,Kharif,High,Fertilizer Usage,Millet,Cotton,60,Groundnut,98
2,Clay,7.2,Rainfed,Available,Kharif,High,High Input,Wheat,Wheat,71,Cotton,98
6,Sandy,5.9,Rainfed,Available,Kharif,Low,High Input,Groundnut,Cotton,68,Groundnut,98
4,Loamy,7.0,Borewell,Limited,Kharif,High,Fertilizer Usage,Groundnut,Rice,88,Green Gram (Moong),98
3,Sandy,6.2,Canal,Available,Kharif,Medium,Low Input,Groundnut,Cotton,89,Groundnut,98
5,Clay,6.9,Rainfed,Available,Rabi,Low,Low Input,Groundnut,Groundnut,80,Mustard,98
8,Clay,6.3,Rainfed,Limited,Rabi,Low,Low Input,Maize,Wheat,95,Mustard,98
8,Clay,7.2,Borewell,Limited,Kharif,Low,Low Input,Rice,Groundnut,62,Cotton,98
4,Clay,6.3,Borewell,Available,Kharif,Low,High Input,Millet,Millet,77,Basmati Rice,98
10,Clay,7.2,Canal,Available,Kharif,Medium,Fertilizer Usage,Millet,Maize,69,Basmati Rice,98
7,Loamy,5.5,Canal,Limited,Kharif,Low,Fertilizer Usage,Wheat,Rice,65,Green Gram (Moong),98
5,Loamy,7.4,Borewell,Limited,Kharif,Low,Fertilizer Usage,Cotton,Maize,72,Green Gram (Moong),98
6,Clay,5.5,Borewell,Available,Rabi,High,Fertilizer Usage,Groundnut,Maize,67,Mustard,98
9,Clay,7.0,Borewell,Available,Rabi,High,Low Input,Maize,Maize,82,Mustard,98
4,Sandy,5.7,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Maize,Rice,66,Green Gram (Moong),98
5,Loamy,7.0,Borewell,Available,Kharif,Medium,High Input,Millet,Maize,85,Basmati Rice,98
10,Sandy,6.3,Canal,Available,Summer,Low,Low Input,Rice,Groundnut,97,Green Gram (Moong),98
1,Clay,6.1,Rainfed,Available,Kharif,High,Low Input,Groundnut,Millet,77,Green Gram (Moong),98
7,Clay,5.8,Canal,Limited,Kharif,Medium,Fertilizer Usage,Groundnut,Wheat,61,Cotton,98
3,Sandy,6.1,Borewell,Available,Summer,Medium,Fertilizer Usage,Cotton,Millet,82,Sunflower,98
4,Loamy,7.2,Rainfed,Available,Summer,Low,Low Input,Cotton,Millet,57,Green Gram (Moong),98
10,Clay,6.5,Rainfed,Limited,Rabi,Low,Low Input,Groundnut,Wheat,87,Mustard,98
6,Clay,6.3,Rainfed,Available,Kharif,High,Low Input,Rice,Groundnut,83,Cotton,98
3,Loamy,7.0,Rainfed,Available,Rabi,Medium,High Input,Wheat,Rice,89,Sunflower,97
8,Clay,5.6,Borewell,Limited,Summer,High,High Input,Millet,Wheat,68,Sunflower,98
10,Clay,6.5,Rainfed,Available,Summer,High,Low Input,Maize,Millet,83,Green Gram (Moong),98
7,Sandy,5.8,Rainfed,Available,Rabi,Low,Fertilizer Usage,Millet,Groundnut,68,Millet,98
6,Loamy,6.0,Rainfed,Available,Summer,Low,Low Input,Groundnut,Groundnut,89,Sunflower,98
4,Loamy,6.7,Canal,Limited,Summer,Medium,Low Input,Rice,Cotton,87,Sunflower,98
1,Sandy,6.6,Borewell,Available,Rabi,Low,Fertilizer Usage,Wheat,Maize,84,Sunflower,98
6,Loamy,7.3,Rainfed,Limited,Kharif,High,Fertilizer Usage,Millet,Millet,66,Mustard,98
8,Loamy,6.4,Rainfed,Available,Summer,High,Low Input,Rice,Groundnut,77,Green Gram (Moong),98
3,Clay,5.6,Rainfed,Limited,Summer,Low,Fertilizer Usage,Wheat,Millet,70,Sunflower,93
8,Clay,7.0,Borewell,Limited,Rabi,Low,Low Input,Wheat,Millet,81,Green Gram (Moong),96
7,Clay,6.9,Rainfed,Limited,Kharif,High,High Input,Groundnut,Millet,84,Cotton,98
2,Loamy,7.4,Borewell,Available,Kharif,Low,Fertilizer Usage,Maize,Wheat,63,Basmati Rice,98
1,Clay,7.4,Canal,Available,Rabi,High,High Input,Maize,Millet,60,Mustard,98
8,Clay,6.5,Canal,Available,Summer,High,High Input,Cotton,Groundnut,85,Cotton,97
10,Clay,6.5,Canal,Available,Summer,High,High Input,Millet,Rice,83,Sunflower,98
8,Loamy,5.8,Canal,Limited,Rabi,High,Fertilizer Usage,Cotton,Cotton,71,Mustard,98
5,Loamy,5.7,Rainfed,Limited,Rabi,Medium,High Input,Maize,Groundnut,63,Mustard,98
1,Loamy,6.0,Canal,Limited,Kharif,High,Fertilizer Usage,Rice,Millet,76,Groundnut,98
6,Loamy,5.6,Rainfed,Available,Rabi,Low,Fertilizer Usage,Groundnut,Rice,71,Mustard,98
1,Loamy,6.0,Canal,Limited,Kharif,Low,High Input,Cotton,Maize,88,Cotton,98
1,Loamy,6.9,Canal,Available,Summer,Low,High Input,Groundnut,Maize,97,Sunflower,98
5,Sandy,6.3,Rainfed,Available,Rabi,Low,Low Input,Millet,Groundnut,92,Millet,98
9,Loamy,6.3,Canal,Limited,Summer,Medium,Fertilizer Usage,Wheat,Cotton,81,Sunflower,98
4,Clay,6.8,Borewell,Available,Summer,Medium,Low Input,Groundnut,Maize,82,Sunflower,98
9,Clay,6.4,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Cotton,80,Mustard,98
5,Loamy,6.4,Rainfed,Available,Summer,High,Low Input,Rice,Groundnut,98,Sunflower,98
2,Clay,5.7,Borewell,Limited,Kharif,High,High Input,Maize,Rice,58,Basmati Rice,98
